contractor_id,avg_cost_overrun_pct,avg_delay_days,on_time_delivery_rate,ghost_billing_flags,litigation_count,shell_risk_score,solvency_score,max_budget_handled_cr,budget_scale_ratio,blacklisted,is_fraud_or_default,eligibility_tier
601,12.44,41.0,0.712,0,2,10.7,67.4,60.76,1.35,0,0,CONDITIONAL
602,3.7,18.3,0.948,0,0,1.7,75.9,372.73,0.78,0,0,APPROVED
603,22.85,43.8,0.666,0,1,16.2,67.9,72.08,1.62,0,0,CONDITIONAL
604,1.87,17.4,0.904,0,1,9.3,91.3,53.31,0.77,0,0,APPROVED
605,4.97,21.9,0.922,0,0,14.2,90.5,79.2,0.72,0,0,APPROVED
606,4.24,0.0,0.836,0,0,6.0,78.8,276.67,1.05,0,0,APPROVED
607,21.05,60.3,0.719,0,1,16.2,64.2,70.28,1.36,0,0,CONDITIONAL
608,37.01,127.5,0.411,0,2,37.5,57.3,29.77,4.03,0,1,DISQUALIFIED
609,14.01,20.0,0.734,1,1,31.8,56.2,91.09,1.13,0,1,DISQUALIFIED
610,5.08,30.6,0.921,0,0,5.9,94.7,228.22,0.48,0,0,APPROVED
611,4.86,16.9,0.922,0,1,7.5,76.3,168.02,0.69,0,0,APPROVED
612,7.02,29.1,0.842,0,0,14.2,95.3,281.84,1.0,0,0,APPROVED
613,12.04,68.4,0.707,0,1,28.1,55.6,67.62,1.34,0,0,CONDITIONAL
614,35.17,175.9,0.277,3,5,97.9,26.6,19.61,4.65,0,1,DISQUALIFIED
615,15.0,62.4,0.598,0,3,16.7,71.2,24.43,1.34,0,0,CONDITIONAL
616,0.92,35.4,0.945,0,0,14.6,91.4,466.1,0.77,0,0,APPROVED
617,0.32,21.2,0.896,0,0,1.1,79.5,271.1,1.16,0,0,APPROVED
618,9.35,45.1,0.891,0,0,5.2,84.4,147.96,1.17,0,0,APPROVED
619,2.36,19.0,0.954,0,0,2.1,85.9,54.49,0.38,0,0,APPROVED
620,21.16,115.2,0.59,1,2,16.6,59.6,26.14,6.89,0,1,DISQUALIFIED
621,21.5,53.7,0.664,0,2,14.7,56.3,99.88,0.82,0,0,CONDITIONAL
622,22.42,146.2,0.539,0,3,42.8,40.2,6.89,3.88,0,1,DISQUALIFIED
623,17.39,89.7,0.602,1,3,16.7,64.9,26.89,1.36,0,1,DISQUALIFIED
624,20.52,60.4,0.61,0,2,24.6,55.2,80.88,1.51,0,0,CONDITIONAL
625,0.52,11.7,0.863,0,0,10.8,87.9,223.91,0.68,0,0,APPROVED
626,19.54,76.5,0.718,0,1,24.2,72.6,95.35,1.54,0,0,CONDITIONAL
627,0.71,46.0,0.888,0,0,12.1,85.4,185.75,0.65,0,0,APPROVED
628,47.5,169.2,0.373,2,4,95.4,30.7,26.0,3.47,0,1,DISQUALIFIED
629,17.74,112.2,0.591,1,1,41.1,59.1,11.2,2.7,0,1,DISQUALIFIED
630,0.3,7.3,0.952,0,0,8.0,91.7,100.95,0.67,0,0,APPROVED
631,25.92,69.2,0.735,0,2,27.5,63.2,31.07,1.47,0,1,DISQUALIFIED
632,15.16,30.1,0.796,1,2,12.1,64.0,80.51,1.59,0,1,DISQUALIFIED
633,16.2,77.8,0.77,1,2,31.5,56.8,89.2,1.12,0,1,DISQUALIFIED
634,2.51,13.0,0.846,0,0,5.5,78.1,183.28,0.82,0,0,APPROVED
635,6.13,8.3,0.934,0,0,11.4,78.5,108.64,0.61,0,0,APPROVED
636,32.17,63.2,0.652,0,2,34.7,45.8,26.61,4.2,0,1,DISQUALIFIED
637,21.66,20.0,0.754,1,2,28.5,68.2,48.44,1.61,0,1,DISQUALIFIED
638,0.3,43.6,0.943,0,0,5.2,85.6,418.08,1.14,0,0,APPROVED
639,22.18,72.0,0.683,0,2,31.4,63.3,27.15,1.24,0,0,CONDITIONAL
640,2.22,34.6,0.883,0,0,12.6,84.8,318.23,0.38,0,0,APPROVED
641,2.55,40.6,0.871,0,0,14.2,75.1,157.16,1.14,0,0,APPROVED
642,1.87,22.6,0.872,0,1,7.7,97.9,355.63,0.37,0,0,APPROVED
643,30.0,178.2,0.1,2,3,79.8,37.6,27.17,5.0,0,1,DISQUALIFIED
644,4.34,15.5,0.905,0,0,12.1,95.8,488.79,0.51,0,0,APPROVED
645,39.06,200.2,0.314,2,4,74.5,34.9,23.6,4.96,0,1,DISQUALIFIED
646,5.29,29.3,0.8,0,0,11.2,95.1,472.42,1.02,0,0,APPROVED
647,63.3,231.9,0.197,3,4,74.4,41.0,19.39,1.57,1,1,DISQUALIFIED
648,0.0,16.5,0.904,0,0,7.1,93.4,382.76,0.68,0,0,APPROVED
649,5.68,9.2,0.914,0,0,4.3,96.4,436.78,0.94,0,0,APPROVED
650,26.65,76.2,0.702,1,1,30.3,58.9,37.08,1.48,0,1,DISQUALIFIED
651,5.11,20.3,0.988,0,0,14.6,96.0,125.13,0.41,0,0,APPROVED
652,0.0,0.0,0.811,0,0,2.0,80.2,469.17,1.12,0,0,APPROVED
653,13.89,138.1,0.604,0,3,43.7,41.9,18.31,4.17,0,1,DISQUALIFIED
654,4.83,24.6,0.857,0,1,8.0,76.9,329.0,0.61,0,0,APPROVED
655,31.99,203.0,0.339,2,5,71.8,23.7,23.96,4.78,1,1,DISQUALIFIED
656,1.31,5.3,0.9,0,0,7.4,95.7,468.5,0.65,0,0,APPROVED
657,9.26,54.5,0.595,0,1,30.0,72.0,58.65,1.22,0,0,CONDITIONAL
658,57.52,183.9,0.217,2,3,77.5,39.6,28.46,2.77,1,1,DISQUALIFIED
659,3.8,0.0,0.898,0,0,10.1,91.1,337.16,0.59,0,0,APPROVED
660,3.28,4.5,0.91,0,1,7.7,82.3,394.84,0.75,0,0,APPROVED
661,3.73,23.7,0.904,0,0,11.7,78.1,152.9,1.09,0,0,APPROVED
662,3.31,17.5,1.0,0,0,1.1,93.8,211.92,0.79,0,0,APPROVED
663,18.5,65.9,0.55,1,2,17.5,57.5,87.4,1.16,0,1,DISQUALIFIED
664,22.47,29.7,0.689,0,1,20.3,65.9,54.88,1.55,0,0,CONDITIONAL
665,29.65,61.6,0.532,0,2,19.7,40.8,28.67,3.82,0,1,DISQUALIFIED
666,5.1,47.0,0.963,0,1,5.8,89.3,67.46,0.47,0,0,APPROVED
667,21.15,152.8,0.641,0,1,21.2,46.3,25.15,4.04,0,1,DISQUALIFIED
668,0.0,36.8,0.921,0,0,2.1,83.2,386.44,0.8,0,0,APPROVED
669,26.4,197.5,0.474,0,1,32.6,54.7,16.14,7.1,0,1,DISQUALIFIED
670,2.12,45.5,0.804,0,0,12.0,84.1,340.72,0.44,0,0,APPROVED
671,65.42,175.6,0.385,3,7,81.0,28.2,13.59,4.25,0,1,DISQUALIFIED
672,47.57,341.1,0.303,4,3,84.8,15.9,24.93,1.79,0,1,DISQUALIFIED
673,7.94,3.7,0.92,0,0,9.0,89.7,300.52,0.96,0,0,APPROVED
674,0.99,14.3,0.995,0,0,10.1,75.4,344.3,0.86,0,0,APPROVED
675,3.56,27.5,0.903,0,0,12.7,76.0,156.48,1.1,0,0,APPROVED
676,0.79,0.0,0.954,0,0,1.4,80.6,446.67,0.67,0,0,APPROVED
677,26.31,136.9,0.588,1,3,17.0,57.3,19.3,7.49,0,1,DISQUALIFIED
678,0.0,35.6,0.925,0,0,7.7,76.6,175.16,0.59,0,0,APPROVED
679,44.16,113.2,0.186,3,5,93.6,31.9,30.07,1.68,1,1,DISQUALIFIED
680,4.19,8.9,0.963,0,1,11.1,92.3,148.58,0.7,0,0,APPROVED
681,15.96,70.8,0.763,0,1,17.9,66.6,78.39,1.21,0,0,CONDITIONAL
682,14.64,91.8,0.781,0,3,21.5,60.2,39.34,1.28,0,0,CONDITIONAL
683,64.54,179.7,0.275,5,5,71.9,28.5,17.01,2.76,1,1,DISQUALIFIED
684,18.78,49.4,0.713,0,2,31.8,52.2,17.62,3.47,0,1,DISQUALIFIED
685,17.16,114.3,0.565,0,2,18.4,63.3,9.59,3.89,0,1,DISQUALIFIED
686,4.27,38.8,0.895,0,0,3.4,81.1,279.1,0.43,0,0,APPROVED
687,28.27,78.1,0.668,1,3,31.5,57.2,95.79,1.22,0,1,DISQUALIFIED
688,1.14,11.1,0.916,0,0,5.7,85.9,325.93,1.08,0,0,APPROVED
689,25.68,58.4,0.556,0,2,31.6,58.3,84.99,1.65,0,1,DISQUALIFIED
690,51.21,247.0,0.254,3,4,66.7,16.2,31.61,2.89,0,1,DISQUALIFIED
691,1.88,1.8,0.81,0,0,14.5,89.8,60.54,0.69,0,0,APPROVED
692,45.23,185.6,0.252,4,5,83.8,16.4,14.21,3.57,0,1,DISQUALIFIED
693,7.39,74.2,0.669,0,1,14.0,74.6,32.68,1.29,0,0,CONDITIONAL
694,3.51,6.5,0.937,0,0,4.8,95.4,68.26,1.12,0,0,APPROVED
695,37.67,86.3,0.4,0,1,44.7,41.0,21.37,4.94,0,1,DISQUALIFIED
696,51.09,232.3,0.118,3,5,67.2,20.2,16.44,4.0,0,1,DISQUALIFIED
697,20.71,56.1,0.702,0,1,11.2,60.4,72.34,1.33,0,0,CONDITIONAL
698,56.38,315.9,0.194,3,4,73.8,27.3,24.12,3.89,1,1,DISQUALIFIED
699,2.99,11.1,0.857,0,0,14.8,96.8,138.7,1.09,0,0,APPROVED
700,29.69,176.9,0.4,0,2,26.2,52.3,19.48,3.54,0,1,DISQUALIFIED
701,61.24,306.5,0.302,2,3,82.4,25.9,27.66,1.54,1,1,DISQUALIFIED
702,0.9,20.5,0.933,0,0,5.6,77.2,489.14,0.56,0,0,APPROVED
703,2.73,20.5,0.928,0,0,1.9,78.7,452.77,0.92,0,0,APPROVED
704,6.41,22.8,0.899,0,0,6.7,83.4,147.57,0.9,0,0,APPROVED
705,52.3,148.2,0.131,2,5,81.0,29.7,19.14,1.89,0,1,DISQUALIFIED
706,10.0,131.4,0.482,0,2,29.1,49.2,7.52,4.2,0,1,DISQUALIFIED
707,10.57,89.0,0.59,0,1,32.4,59.2,38.2,1.08,0,0,CONDITIONAL
708,2.55,10.5,0.93,0,0,10.0,82.8,368.58,0.8,0,0,APPROVED
709,0.96,24.8,0.8,0,0,9.5,95.0,499.51,0.85,0,0,APPROVED
710,6.48,8.9,0.878,0,0,6.1,96.0,215.73,0.64,0,0,APPROVED
711,4.13,35.1,0.841,0,0,1.5,95.0,280.74,0.66,0,0,APPROVED
712,24.49,61.2,0.785,0,1,21.0,64.9,52.29,1.48,0,0,CONDITIONAL
713,3.25,27.0,0.914,0,0,5.7,88.1,437.5,0.37,0,0,APPROVED
714,3.23,14.0,0.944,0,0,8.6,94.2,106.29,0.42,0,0,APPROVED
715,17.31,80.2,0.78,1,2,34.9,55.5,29.03,1.41,0,1,DISQUALIFIED
716,11.85,76.2,0.5,0,1,26.1,52.6,19.01,6.51,0,1,DISQUALIFIED
717,6.39,46.9,1.0,0,0,2.2,77.7,151.06,0.75,0,0,APPROVED
718,35.08,144.0,0.648,0,2,26.8,44.8,6.53,5.75,0,1,DISQUALIFIED
719,39.4,268.6,0.333,5,4,86.8,27.6,28.92,2.91,0,1,DISQUALIFIED
720,23.15,99.2,0.71,0,2,12.8,69.4,60.02,1.69,0,0,CONDITIONAL
721,46.7,197.3,0.164,4,3,70.6,30.7,31.43,4.68,1,1,DISQUALIFIED
722,18.84,67.4,0.617,0,1,28.3,65.4,25.93,0.99,0,0,CONDITIONAL
723,33.38,120.7,0.48,0,3,24.6,56.8,9.7,5.94,0,1,DISQUALIFIED
724,4.3,10.0,0.869,0,0,13.6,84.1,160.38,0.7,0,0,APPROVED
725,5.75,17.2,0.861,0,0,8.2,90.0,450.36,0.7,0,0,APPROVED
726,50.72,215.5,0.446,3,4,97.5,33.0,11.32,2.44,1,1,DISQUALIFIED
727,2.89,13.8,0.885,0,0,3.3,90.9,281.56,0.48,0,0,APPROVED
728,0.0,9.3,0.928,0,0,2.0,93.7,388.58,0.98,0,0,APPROVED
729,25.21,181.9,0.545,0,2,30.0,48.9,11.94,6.04,0,1,DISQUALIFIED
730,18.66,55.9,0.768,0,2,32.1,65.6,61.41,1.38,0,0,CONDITIONAL
731,51.21,131.1,0.489,0,2,24.4,47.7,25.95,2.9,0,1,DISQUALIFIED
732,47.53,254.6,0.129,5,5,78.7,33.6,20.32,2.25,1,1,DISQUALIFIED
733,14.63,156.8,0.735,0,3,16.0,49.2,10.93,4.96,0,1,DISQUALIFIED
734,3.8,18.0,0.959,0,1,8.8,96.4,52.41,0.97,0,0,APPROVED
735,56.44,212.7,0.445,2,3,91.7,17.4,29.02,4.68,0,1,DISQUALIFIED
736,33.25,69.5,0.641,0,2,17.5,64.3,67.95,0.97,0,1,DISQUALIFIED
737,38.41,65.7,0.628,0,2,22.4,58.7,11.55,7.35,0,1,DISQUALIFIED
738,37.52,247.7,0.157,2,4,88.5,32.8,28.74,2.27,0,1,DISQUALIFIED
739,3.08,47.2,0.87,0,0,5.7,75.6,203.47,1.02,0,0,APPROVED
740,58.02,90.0,0.396,2,7,65.4,40.5,24.68,2.5,1,1,DISQUALIFIED
741,6.32,53.1,0.902,0,0,11.2,75.0,471.58,0.45,0,0,APPROVED
742,0.0,9.2,0.903,0,0,11.1,94.7,165.63,0.32,0,0,APPROVED
743,0.0,14.4,0.836,0,1,13.7,88.0,209.49,0.64,0,0,APPROVED
744,3.27,14.5,1.0,0,1,14.2,82.7,302.31,0.39,0,0,APPROVED
745,0.0,14.1,1.0,0,0,6.4,95.0,305.74,0.7,0,0,APPROVED
746,0.65,39.7,0.913,0,0,12.7,86.4,103.31,0.31,0,0,APPROVED
747,5.45,30.0,0.918,0,0,6.7,80.3,111.37,0.48,0,0,APPROVED
748,0.0,0.0,0.971,0,1,3.7,83.0,211.03,0.31,0,0,APPROVED
749,28.88,144.1,0.75,0,2,16.3,41.4,16.43,5.52,0,1,DISQUALIFIED
750,54.99,191.4,0.15,3,4,70.0,28.6,34.05,2.88,1,1,DISQUALIFIED
751,27.13,175.8,0.632,0,1,23.1,60.1,6.1,7.96,0,1,DISQUALIFIED
752,2.18,13.2,0.984,0,0,13.3,84.5,291.87,0.34,0,0,APPROVED
753,4.98,3.2,1.0,0,0,3.5,76.8,473.18,0.53,0,0,APPROVED
754,35.23,242.3,0.33,2,5,90.4,31.1,20.12,2.2,0,1,DISQUALIFIED
755,7.18,92.3,0.55,0,3,14.1,62.6,31.27,1.42,0,0,CONDITIONAL
756,23.98,104.5,0.611,1,1,33.1,41.4,27.34,5.41,0,1,DISQUALIFIED
757,16.33,71.6,0.638,0,2,10.8,60.5,22.62,1.22,0,0,CONDITIONAL
758,43.36,147.4,0.286,5,5,89.1,34.1,16.01,2.0,1,1,DISQUALIFIED
759,6.62,15.3,0.908,0,0,12.7,90.1,152.79,0.55,0,0,APPROVED
760,6.67,14.8,0.891,0,0,7.4,95.9,97.02,0.95,0,0,APPROVED
761,6.32,89.5,0.635,0,1,31.0,64.0,70.94,1.02,0,0,CONDITIONAL
762,23.14,61.2,0.824,0,1,32.4,65.0,87.34,1.6,0,0,CONDITIONAL
763,1.77,0.0,0.894,0,0,12.3,83.1,338.99,0.52,0,0,APPROVED
764,4.55,18.3,0.924,0,0,13.0,83.0,487.87,1.18,0,0,APPROVED
765,0.69,18.3,0.913,0,1,10.7,93.4,228.94,0.6,0,0,APPROVED
766,2.59,61.7,0.868,0,0,4.6,96.8,126.39,1.17,0,0,APPROVED
767,0.0,16.5,1.0,0,0,6.8,91.9,358.64,1.05,0,0,APPROVED
768,0.0,40.9,1.0,0,0,7.8,82.2,113.83,0.49,0,0,APPROVED
769,5.8,39.1,0.911,0,0,14.7,87.2,457.39,0.37,0,0,APPROVED
770,5.75,50.9,0.848,0,0,14.8,83.9,71.34,1.02,0,0,APPROVED
771,17.85,29.4,0.767,0,1,34.3,68.3,52.66,1.08,0,0,CONDITIONAL
772,35.55,86.6,0.528,0,1,33.9,42.9,21.37,4.06,0,1,DISQUALIFIED
773,2.09,27.6,0.946,0,1,6.2,90.7,78.59,0.66,0,0,APPROVED
774,64.04,111.8,0.313,2,5,86.3,25.1,38.53,1.28,0,1,DISQUALIFIED
775,34.36,170.7,0.41,2,7,91.2,19.9,31.36,2.66,1,1,DISQUALIFIED
776,29.38,88.0,0.4,0,1,16.6,57.1,15.91,3.57,0,1,DISQUALIFIED
777,27.36,159.5,0.676,0,1,36.9,41.0,7.37,2.54,0,1,DISQUALIFIED
778,0.0,8.5,0.897,0,0,14.1,87.0,214.17,1.09,0,0,APPROVED
779,0.25,10.7,0.845,0,0,5.1,88.3,79.65,0.47,0,0,APPROVED
780,0.49,17.5,0.95,0,0,4.6,77.9,76.34,0.57,0,0,APPROVED
781,4.33,10.0,0.922,0,0,8.1,87.9,191.02,0.57,0,0,APPROVED
782,24.85,101.5,0.609,0,3,25.5,53.8,13.99,3.19,0,1,DISQUALIFIED
783,9.4,68.0,0.813,0,1,23.7,69.1,83.42,1.43,0,0,CONDITIONAL
784,2.43,35.0,0.979,0,0,6.8,82.7,351.24,0.49,0,0,APPROVED
785,24.39,58.5,0.801,0,1,29.0,55.4,85.35,0.81,0,0,CONDITIONAL
786,20.95,97.6,0.574,0,1,12.7,56.4,67.11,1.32,0,0,CONDITIONAL
787,10.0,121.9,0.545,0,3,41.2,48.2,19.69,7.16,0,1,DISQUALIFIED
788,2.81,27.5,0.921,0,0,2.0,79.4,397.1,1.06,0,0,APPROVED
789,16.67,66.7,0.739,0,2,15.4,55.8,36.09,0.98,0,0,CONDITIONAL
790,4.38,24.2,0.8,0,0,4.8,75.7,322.3,0.66,0,0,APPROVED
791,3.98,28.7,0.919,0,0,10.7,79.7,248.55,0.36,0,0,APPROVED
792,39.57,106.2,0.691,0,2,39.1,50.8,24.65,5.04,0,1,DISQUALIFIED
793,30.0,154.6,0.338,3,3,80.4,41.1,32.59,4.28,0,1,DISQUALIFIED
794,21.1,91.1,0.737,0,3,23.7,58.9,45.38,1.08,0,0,CONDITIONAL
795,16.27,71.1,0.678,0,2,21.2,70.8,69.47,0.91,0,0,CONDITIONAL
796,0.0,0.0,0.858,0,0,9.1,83.9,126.84,0.5,0,0,APPROVED
797,21.13,20.0,0.739,1,1,22.3,74.5,46.66,1.4,0,1,DISQUALIFIED
798,0.51,8.2,0.93,0,1,11.0,93.1,366.85,0.83,0,0,APPROVED
799,4.92,20.0,0.974,0,0,3.9,75.1,158.68,0.76,0,0,APPROVED
800,8.91,25.5,0.918,0,0,7.3,78.1,71.58,1.0,0,0,APPROVED
