project_id,name,department,location,planned_duration_days,elapsed_duration_days,physical_progress,expected_progress,financial_progress,approved_budget,released_funds,expenditure,milestones_delayed,milestones_total,resource_availability,contractor_performance,material_availability,previous_delays,status,delay_occurred,delay_days
724,Urban Development Project #724,Urban Development,Tamil Nadu,365,274,69.4,81.9,76.4,383750000.0,317000000.0,242190000.0,2,6,76.6,37.3,54.4,2,AT_RISK,0,0
725,Water Resources Project #725,Water Resources,Madhya Pradesh,270,231,76.3,86.9,84.6,137090000.0,133020000.0,112530000.0,0,4,61.5,77.5,56.6,0,AT_RISK,0,0
726,Health & Family Welfare Project #726,Health & Family Welfare,Assam,180,90,43.3,49.4,45.9,425290000.0,253130000.0,116190000.0,0,5,85.2,76.8,63.4,0,ON_TRACK,0,0
727,Road Transport & Highways Project #727,Road Transport & Highways,Mizoram,900,519,52.2,60.9,58.8,116530000.0,76950000.0,45250000.0,1,10,78.4,65.4,91.3,1,AT_RISK,0,0
728,Health & Family Welfare Project #728,Health & Family Welfare,Madhya Pradesh,365,201,54.1,56.7,61.2,412850000.0,292830000.0,179210000.0,0,6,81.8,65.5,89.8,1,ON_TRACK,0,0
729,Urban Development Project #729,Urban Development,Maharashtra,365,350,74.2,92.7,89.9,367880000.0,362740000.0,326100000.0,2,6,54.2,75.3,59.9,0,AT_RISK,0,0
730,Railways Project #730,Railways,Odisha,1095,399,31.1,30.3,39.3,324890000.0,172840000.0,67930000.0,0,10,82.4,88.1,73.8,1,ON_TRACK,0,0
731,Water Resources Project #731,Water Resources,Odisha,540,200,24.8,32.5,28.7,398940000.0,135770000.0,38970000.0,1,6,77.2,75.1,82.0,1,AT_RISK,0,0
732,Railways Project #732,Railways,Sikkim,365,141,28.2,35.1,23.3,210180000.0,72720000.0,16940000.0,1,5,64.5,66.7,75.2,0,CRITICAL,1,93
733,Health & Family Welfare Project #733,Health & Family Welfare,Gujarat,365,75,13.0,14.1,9.7,67010000.0,16210000.0,1570000.0,0,8,88.1,84.2,82.8,0,ON_TRACK,0,0
734,Health & Family Welfare Project #734,Health & Family Welfare,Madhya Pradesh,365,287,78.8,87.8,85.1,77820000.0,76470000.0,65080000.0,1,10,84.3,78.2,58.0,1,AT_RISK,0,0
735,Digital Governance Project #735,Digital Governance,Madhya Pradesh,540,455,80.7,86.1,83.2,485720000.0,434700000.0,361670000.0,1,10,85.9,76.3,77.0,0,AT_RISK,0,0
736,Power & Renewable Energy Project #736,Power & Renewable Energy,Meghalaya,900,495,58.2,60.7,58.6,441770000.0,309420000.0,181320000.0,1,6,51.4,88.3,85.1,0,AT_RISK,0,0
737,Health & Family Welfare Project #737,Health & Family Welfare,Gujarat,365,236,61.4,72.7,81.5,327150000.0,310710000.0,253230000.0,2,4,77.2,61.6,47.3,2,CRITICAL,1,113
738,Road Transport & Highways Project #738,Road Transport & Highways,Tripura,270,272,83.0,96.3,85.7,138950000.0,135240000.0,115900000.0,1,6,80.4,35.2,87.3,1,CRITICAL,1,121
739,Education & Social Infrastructure Project #739,Education & Social Infrastructure,Manipur,540,82,16.4,10.3,22.7,120310000.0,34050000.0,7730000.0,0,10,45.9,47.4,82.2,0,ON_TRACK,0,0
740,Health & Family Welfare Project #740,Health & Family Welfare,Mizoram,540,346,53.8,70.9,62.6,269330000.0,201060000.0,125860000.0,2,8,91.0,75.2,60.0,1,CRITICAL,1,143
741,Urban Development Project #741,Urban Development,Tripura,900,279,13.9,22.6,11.6,497640000.0,120080000.0,13930000.0,1,6,77.2,77.1,64.6,4,AT_RISK,0,0
742,Urban Development Project #742,Urban Development,Meghalaya,365,321,78.2,89.9,100.0,212120000.0,212120000.0,212120000.0,1,4,49.8,70.4,68.6,0,AT_RISK,0,0
743,Urban Development Project #743,Urban Development,Nagaland,180,190,77.3,94.7,74.2,124300000.0,106430000.0,78970000.0,1,6,65.7,59.2,78.0,0,CRITICAL,1,118
744,Education & Social Infrastructure Project #744,Education & Social Infrastructure,Manipur,730,89,5.0,8.1,13.5,499360000.0,138290000.0,18670000.0,0,6,68.9,95.2,63.5,0,ON_TRACK,0,0
745,Education & Social Infrastructure Project #745,Education & Social Infrastructure,Nagaland,270,218,79.1,87.9,77.8,258590000.0,217460000.0,169180000.0,1,4,48.2,84.3,79.9,0,CRITICAL,1,106
746,Road Transport & Highways Project #746,Road Transport & Highways,Gujarat,365,51,15.6,12.9,21.6,398630000.0,114830000.0,24800000.0,0,5,83.6,64.4,62.2,0,ON_TRACK,1,28
747,Health & Family Welfare Project #747,Health & Family Welfare,Odisha,540,465,83.0,89.0,88.4,31530000.0,30610000.0,27060000.0,0,8,93.2,69.0,83.0,1,ON_TRACK,0,0
748,Power & Renewable Energy Project #748,Power & Renewable Energy,Nagaland,730,452,57.0,71.1,65.1,368740000.0,285840000.0,186080000.0,2,5,86.6,64.7,63.4,2,CRITICAL,1,141
749,Urban Development Project #749,Urban Development,Madhya Pradesh,540,383,62.4,79.2,72.0,12760000.0,11080000.0,7980000.0,1,6,84.1,60.0,51.6,0,CRITICAL,1,140
750,Health & Family Welfare Project #750,Health & Family Welfare,Maharashtra,270,136,39.9,47.5,41.4,304310000.0,141420000.0,58550000.0,2,10,82.8,68.5,95.1,2,AT_RISK,0,0
751,Railways Project #751,Railways,Meghalaya,365,262,69.2,78.1,66.4,237330000.0,175300000.0,116400000.0,1,8,84.2,61.8,92.9,2,DELAYED,1,82
752,Water Resources Project #752,Water Resources,West Bengal,270,253,62.8,92.4,77.0,123230000.0,109050000.0,83970000.0,3,10,78.4,67.7,41.8,0,CRITICAL,1,245
753,Health & Family Welfare Project #753,Health & Family Welfare,West Bengal,900,586,62.2,74.6,64.1,497690000.0,391140000.0,250720000.0,1,6,59.8,78.9,62.1,2,CRITICAL,1,104
754,Road Transport & Highways Project #754,Road Transport & Highways,Sikkim,270,89,19.1,22.9,24.3,291100000.0,113760000.0,27640000.0,0,10,79.4,56.4,64.5,1,ON_TRACK,0,0
755,Education & Social Infrastructure Project #755,Education & Social Infrastructure,Karnataka,365,297,68.6,86.1,92.7,393510000.0,393510000.0,364780000.0,0,4,42.1,64.0,58.6,0,CRITICAL,1,111
756,Digital Governance Project #756,Digital Governance,Tripura,270,71,13.1,21.1,22.1,437040000.0,139080000.0,30740000.0,1,10,58.0,80.0,96.4,1,AT_RISK,0,0
757,Education & Social Infrastructure Project #757,Education & Social Infrastructure,Maharashtra,730,493,65.0,71.9,71.9,115010000.0,92400000.0,66440000.0,1,10,74.6,86.8,72.6,0,AT_RISK,0,0
758,Digital Governance Project #758,Digital Governance,Tripura,270,46,14.3,13.7,10.0,225920000.0,48800000.0,4880000.0,0,6,85.6,85.8,80.2,1,ON_TRACK,0,0
759,Education & Social Infrastructure Project #759,Education & Social Infrastructure,Meghalaya,365,81,17.1,17.7,13.2,180560000.0,36940000.0,4880000.0,1,10,74.6,73.4,88.5,2,DELAYED,1,46
760,Digital Governance Project #760,Digital Governance,Rajasthan,730,711,85.9,91.8,95.9,185720000.0,185720000.0,178110000.0,0,10,61.8,70.7,72.0,1,ON_TRACK,0,0
761,Education & Social Infrastructure Project #761,Education & Social Infrastructure,Tripura,180,32,0.0,13.5,16.9,346260000.0,98420000.0,16630000.0,1,4,74.2,51.1,40.4,0,AT_RISK,0,0
762,Urban Development Project #762,Urban Development,Odisha,365,262,66.6,77.5,68.8,348680000.0,265790000.0,182860000.0,1,8,73.3,70.5,77.7,1,CRITICAL,1,93
763,Urban Development Project #763,Urban Development,Maharashtra,900,534,51.7,62.1,61.0,423960000.0,290860000.0,177420000.0,0,4,69.3,57.6,76.3,1,AT_RISK,0,0
764,Health & Family Welfare Project #764,Health & Family Welfare,Gujarat,180,83,34.4,44.3,44.2,99090000.0,54710000.0,24180000.0,1,8,61.4,44.0,61.3,0,AT_RISK,0,0
765,Water Resources Project #765,Water Resources,Bihar,365,211,65.0,65.5,71.0,95490000.0,74830000.0,53130000.0,1,10,92.4,54.1,86.7,0,AT_RISK,0,0
766,Water Resources Project #766,Water Resources,West Bengal,540,457,80.3,88.5,78.5,265560000.0,238970000.0,187590000.0,1,10,87.4,71.3,79.4,1,AT_RISK,0,0
767,Railways Project #767,Railways,Tamil Nadu,365,161,36.7,41.8,35.8,18640000.0,8640000.0,3090000.0,0,8,84.8,33.9,81.0,1,ON_TRACK,0,0
768,Digital Governance Project #768,Digital Governance,Manipur,900,667,63.6,79.4,70.2,317180000.0,239090000.0,167840000.0,0,4,85.4,53.6,74.9,0,CRITICAL,1,116
769,Digital Governance Project #769,Digital Governance,Gujarat,365,132,28.1,31.5,26.6,428570000.0,166330000.0,44240000.0,1,6,59.1,63.5,92.9,3,DELAYED,1,56
770,Urban Development Project #770,Urban Development,Sikkim,365,97,15.7,17.0,13.8,497340000.0,131970000.0,18210000.0,1,5,78.3,46.1,85.6,2,AT_RISK,0,0
771,Road Transport & Highways Project #771,Road Transport & Highways,Nagaland,270,265,89.8,95.0,88.5,414530000.0,400530000.0,354470000.0,1,5,91.2,75.1,74.0,0,AT_RISK,0,0
772,Education & Social Infrastructure Project #772,Education & Social Infrastructure,Tripura,270,31,0.6,9.0,6.2,436420000.0,83130000.0,5150000.0,1,6,62.1,69.9,91.2,0,AT_RISK,0,0
773,Water Resources Project #773,Water Resources,Uttar Pradesh,365,69,12.1,12.0,18.1,371430000.0,115420000.0,20890000.0,0,6,54.5,66.8,57.4,0,ON_TRACK,0,0
774,Railways Project #774,Railways,West Bengal,270,175,61.6,69.2,65.5,260620000.0,205580000.0,134650000.0,1,6,79.9,73.5,57.8,2,AT_RISK,0,0
775,Water Resources Project #775,Water Resources,Arunachal Pradesh,270,222,60.6,87.8,81.8,170320000.0,153620000.0,125660000.0,2,4,48.3,72.5,64.6,0,CRITICAL,1,216
776,Health & Family Welfare Project #776,Health & Family Welfare,Nagaland,1095,770,65.8,76.6,71.4,122870000.0,98970000.0,70660000.0,1,6,75.0,53.5,79.9,0,DELAYED,1,86
777,Water Resources Project #777,Water Resources,Uttar Pradesh,900,357,31.9,35.3,30.1,307130000.0,123260000.0,37100000.0,0,8,79.8,73.9,68.5,1,DELAYED,1,52
778,Railways Project #778,Railways,Rajasthan,540,535,74.4,92.9,82.3,66750000.0,64610000.0,53170000.0,2,10,48.4,80.2,43.8,0,AT_RISK,0,0
779,Water Resources Project #779,Water Resources,Assam,270,186,40.9,77.2,48.1,191010000.0,112210000.0,53970000.0,3,8,61.4,63.4,47.9,0,CRITICAL,1,274
780,Power & Renewable Energy Project #780,Power & Renewable Energy,Arunachal Pradesh,180,140,61.8,85.3,72.6,40510000.0,34580000.0,25110000.0,1,6,62.1,67.6,62.6,0,CRITICAL,1,155
781,Railways Project #781,Railways,Nagaland,540,159,17.1,21.7,14.7,251510000.0,66850000.0,9830000.0,2,8,88.3,60.8,83.2,2,CRITICAL,1,103
782,Education & Social Infrastructure Project #782,Education & Social Infrastructure,Tamil Nadu,270,280,80.3,93.6,85.5,307750000.0,301870000.0,258100000.0,1,10,59.8,43.6,65.8,0,CRITICAL,1,100
783,Railways Project #783,Railways,Bihar,270,273,81.9,96.8,88.9,477000000.0,450770000.0,400730000.0,1,6,91.7,48.0,68.4,0,CRITICAL,1,107
784,Digital Governance Project #784,Digital Governance,Tripura,730,253,27.4,28.7,23.6,449950000.0,146650000.0,34610000.0,1,8,82.6,86.5,75.8,3,DELAYED,1,70
785,Road Transport & Highways Project #785,Road Transport & Highways,Odisha,365,127,31.9,29.0,34.9,69510000.0,27760000.0,9690000.0,0,4,59.9,85.3,65.9,0,ON_TRACK,0,0
786,Power & Renewable Energy Project #786,Power & Renewable Energy,Mizoram,900,687,45.9,84.1,65.1,334120000.0,239780000.0,156100000.0,2,5,48.7,70.5,48.1,0,CRITICAL,1,262
787,Urban Development Project #787,Urban Development,Tripura,180,61,18.3,28.1,36.0,274280000.0,135890000.0,48920000.0,1,6,72.3,54.9,49.8,0,AT_RISK,0,0
788,Water Resources Project #788,Water Resources,Uttar Pradesh,730,760,74.5,95.5,92.0,238950000.0,236340000.0,217430000.0,2,6,79.6,66.3,38.0,1,CRITICAL,1,181
789,Health & Family Welfare Project #789,Health & Family Welfare,West Bengal,540,177,15.7,20.9,24.9,269810000.0,88310000.0,21990000.0,1,8,73.0,88.0,87.1,1,DELAYED,1,79
790,Water Resources Project #790,Water Resources,Manipur,365,371,84.5,95.2,88.0,345070000.0,323050000.0,284280000.0,1,5,85.3,79.0,77.0,1,AT_RISK,0,0
791,Railways Project #791,Railways,Odisha,365,149,26.1,32.6,35.3,357540000.0,159170000.0,56190000.0,1,5,93.8,62.0,75.1,1,AT_RISK,0,0
792,Health & Family Welfare Project #792,Health & Family Welfare,Karnataka,365,289,82.4,87.8,85.7,212680000.0,206370000.0,176860000.0,1,5,92.1,60.5,85.5,4,CRITICAL,1,91
793,Water Resources Project #793,Water Resources,Madhya Pradesh,540,533,83.7,93.5,88.8,316260000.0,316260000.0,280840000.0,1,4,65.8,86.8,76.8,0,AT_RISK,0,0
794,Water Resources Project #794,Water Resources,Rajasthan,900,710,81.7,85.5,81.4,395850000.0,359870000.0,292930000.0,1,8,92.0,79.9,69.9,2,DELAYED,1,56
795,Power & Renewable Energy Project #795,Power & Renewable Energy,Rajasthan,730,249,28.0,26.5,25.8,111010000.0,36980000.0,9540000.0,0,10,82.2,96.5,68.1,0,ON_TRACK,0,0
796,Water Resources Project #796,Water Resources,Karnataka,365,371,78.6,98.4,75.5,155010000.0,130280000.0,98360000.0,3,8,71.7,77.6,66.9,3,CRITICAL,1,189
797,Health & Family Welfare Project #797,Health & Family Welfare,Bihar,180,81,26.0,43.1,43.1,59690000.0,29500000.0,12710000.0,1,5,64.6,30.0,75.7,0,CRITICAL,1,133
798,Urban Development Project #798,Urban Development,Odisha,540,439,71.9,89.5,73.7,443680000.0,364490000.0,268630000.0,1,4,82.5,43.3,73.9,0,CRITICAL,1,131
799,Road Transport & Highways Project #799,Road Transport & Highways,Sikkim,270,245,78.4,90.7,79.3,87990000.0,81200000.0,64390000.0,1,5,81.7,85.3,57.7,0,AT_RISK,0,0
800,Urban Development Project #800,Urban Development,Meghalaya,900,368,23.4,35.4,36.0,381260000.0,167330000.0,60240000.0,1,8,40.6,77.4,72.0,1,AT_RISK,0,0
801,Railways Project #801,Railways,Madhya Pradesh,900,875,87.4,92.6,97.0,103190000.0,103190000.0,100090000.0,1,4,82.2,82.5,73.3,0,AT_RISK,0,0
802,Water Resources Project #802,Water Resources,Sikkim,900,524,39.0,63.7,52.6,144750000.0,90950000.0,47840000.0,2,10,36.1,65.4,40.6,0,AT_RISK,0,0
803,Health & Family Welfare Project #803,Health & Family Welfare,Assam,270,116,32.8,34.7,30.7,26670000.0,10660000.0,3270000.0,0,10,68.4,84.3,75.3,0,ON_TRACK,0,0
804,Health & Family Welfare Project #804,Health & Family Welfare,Sikkim,540,108,12.2,14.0,14.3,230080000.0,52110000.0,7450000.0,0,8,63.4,65.8,80.9,0,ON_TRACK,0,0
805,Power & Renewable Energy Project #805,Power & Renewable Energy,Madhya Pradesh,365,159,34.9,41.7,34.1,154480000.0,73780000.0,25160000.0,0,5,63.7,75.5,77.4,0,ON_TRACK,0,0
806,Digital Governance Project #806,Digital Governance,Tamil Nadu,365,126,12.2,28.1,24.8,392600000.0,125580000.0,31140000.0,2,10,57.6,54.8,56.7,0,CRITICAL,1,138
807,Digital Governance Project #807,Digital Governance,Tamil Nadu,270,219,75.1,84.6,73.2,10790000.0,8840000.0,6470000.0,0,5,65.0,94.9,74.6,0,ON_TRACK,0,0
808,Railways Project #808,Railways,Tripura,365,391,92.0,100.0,91.5,498570000.0,498570000.0,456190000.0,2,8,72.9,48.1,83.2,2,AT_RISK,0,0
809,Road Transport & Highways Project #809,Road Transport & Highways,Meghalaya,540,181,18.9,28.5,33.8,16670000.0,7010000.0,2370000.0,0,5,52.0,52.2,61.5,0,DELAYED,1,64
810,Water Resources Project #810,Water Resources,Karnataka,365,124,25.7,29.7,34.0,279070000.0,135250000.0,45980000.0,1,10,65.2,70.1,85.2,2,AT_RISK,0,0
811,Digital Governance Project #811,Digital Governance,Uttar Pradesh,1095,1011,76.8,91.0,77.9,28770000.0,23990000.0,18690000.0,2,10,59.0,81.5,88.7,2,AT_RISK,0,0
812,Health & Family Welfare Project #812,Health & Family Welfare,Gujarat,540,522,88.1,95.0,84.2,52630000.0,50420000.0,42450000.0,2,5,74.2,72.9,97.0,2,AT_RISK,0,0
813,Road Transport & Highways Project #813,Road Transport & Highways,Assam,1095,473,36.1,41.7,32.6,450980000.0,182470000.0,59490000.0,0,10,68.4,78.5,77.8,0,ON_TRACK,0,0
814,Road Transport & Highways Project #814,Road Transport & Highways,Uttar Pradesh,730,772,85.4,100.0,81.0,86710000.0,80130000.0,64910000.0,1,4,89.2,50.4,94.9,0,AT_RISK,0,0
815,Health & Family Welfare Project #815,Health & Family Welfare,West Bengal,540,327,60.2,67.4,85.0,245490000.0,236620000.0,201130000.0,1,4,70.1,68.1,48.6,0,AT_RISK,0,0
816,Road Transport & Highways Project #816,Road Transport & Highways,Tamil Nadu,1460,1478,88.3,94.4,87.5,196100000.0,193130000.0,168990000.0,0,10,93.8,87.4,52.5,0,ON_TRACK,0,0
817,Digital Governance Project #817,Digital Governance,West Bengal,365,270,74.8,80.0,70.9,497090000.0,420540000.0,298160000.0,1,10,67.8,79.6,76.7,0,DELAYED,1,79
818,Digital Governance Project #818,Digital Governance,Nagaland,180,40,0.0,17.3,18.4,366050000.0,93470000.0,17200000.0,1,5,70.0,52.1,63.4,0,CRITICAL,1,113
819,Water Resources Project #819,Water Resources,Mizoram,365,273,69.5,82.9,77.2,207040000.0,186880000.0,144270000.0,1,6,79.1,76.8,75.7,0,CRITICAL,1,123
820,Power & Renewable Energy Project #820,Power & Renewable Energy,Gujarat,270,189,69.1,80.1,69.0,234090000.0,178280000.0,123010000.0,1,5,67.7,73.4,77.0,1,AT_RISK,0,0
821,Road Transport & Highways Project #821,Road Transport & Highways,Uttar Pradesh,270,70,6.6,17.0,31.2,432390000.0,189910000.0,59250000.0,1,10,41.0,73.1,51.0,0,CRITICAL,1,101
822,Power & Renewable Energy Project #822,Power & Renewable Energy,Tripura,270,274,75.3,97.3,79.5,64330000.0,58750000.0,46710000.0,2,6,78.4,48.9,67.8,2,AT_RISK,0,0
823,Power & Renewable Energy Project #823,Power & Renewable Energy,Gujarat,365,324,87.4,92.0,82.6,159500000.0,146080000.0,120660000.0,0,10,79.4,76.4,85.2,1,ON_TRACK,0,0
824,Road Transport & Highways Project #824,Road Transport & Highways,Manipur,540,544,84.2,95.0,86.5,318150000.0,311540000.0,269480000.0,2,4,90.4,72.0,43.8,3,AT_RISK,0,0
825,Power & Renewable Energy Project #825,Power & Renewable Energy,Bihar,540,121,13.9,18.2,22.9,442530000.0,124030000.0,28400000.0,1,6,82.5,45.5,50.7,2,DELAYED,1,66
826,Power & Renewable Energy Project #826,Power & Renewable Energy,Madhya Pradesh,730,284,30.5,32.2,45.8,310320000.0,181050000.0,82920000.0,1,5,51.0,67.5,37.2,4,AT_RISK,0,0
827,Road Transport & Highways Project #827,Road Transport & Highways,Mizoram,365,408,89.5,95.4,87.8,398250000.0,382810000.0,336110000.0,1,8,89.2,87.0,78.2,0,AT_RISK,0,0
828,Water Resources Project #828,Water Resources,Assam,540,524,85.0,91.7,90.1,154280000.0,154280000.0,139010000.0,2,6,82.4,94.1,91.5,2,AT_RISK,0,0
829,Health & Family Welfare Project #829,Health & Family Welfare,Maharashtra,900,527,48.0,60.0,50.8,457480000.0,256300000.0,130200000.0,2,5,73.3,53.2,74.6,3,CRITICAL,1,144
830,Power & Renewable Energy Project #830,Power & Renewable Energy,Sikkim,540,468,67.7,90.2,82.9,88500000.0,84680000.0,70200000.0,2,10,60.1,41.0,55.3,0,CRITICAL,1,181
831,Education & Social Infrastructure Project #831,Education & Social Infrastructure,Rajasthan,900,921,98.8,91.4,100.0,436210000.0,436210000.0,436210000.0,0,10,65.4,66.3,52.1,3,ON_TRACK,0,0
832,Digital Governance Project #832,Digital Governance,West Bengal,270,229,79.7,86.5,89.4,186310000.0,182720000.0,163350000.0,2,10,57.1,75.8,77.4,3,CRITICAL,1,100
833,Railways Project #833,Railways,West Bengal,270,308,61.9,98.3,72.3,140740000.0,111590000.0,80680000.0,4,10,54.3,80.5,36.5,0,CRITICAL,1,274
834,Health & Family Welfare Project #834,Health & Family Welfare,Assam,900,743,74.4,85.3,82.2,33470000.0,31860000.0,26190000.0,2,10,85.5,66.4,90.0,1,AT_RISK,0,0
835,Power & Renewable Energy Project #835,Power & Renewable Energy,Nagaland,900,604,69.5,73.5,71.1,147580000.0,114120000.0,81140000.0,0,10,68.5,93.7,73.5,0,ON_TRACK,0,0
836,Education & Social Infrastructure Project #836,Education & Social Infrastructure,West Bengal,730,207,26.4,19.5,22.8,465710000.0,158600000.0,36160000.0,0,4,50.8,79.6,83.7,1,ON_TRACK,0,0
837,Digital Governance Project #837,Digital Governance,Odisha,540,547,89.0,96.9,94.4,185210000.0,185210000.0,174840000.0,1,8,59.9,95.9,57.6,1,AT_RISK,0,0
838,Power & Renewable Energy Project #838,Power & Renewable Energy,Meghalaya,730,312,41.8,42.5,49.2,435310000.0,258720000.0,127290000.0,0,5,74.5,63.0,78.6,0,ON_TRACK,0,0
839,Digital Governance Project #839,Digital Governance,Tripura,365,260,63.4,81.2,67.3,226710000.0,174700000.0,117570000.0,1,8,76.5,83.4,48.3,1,AT_RISK,0,0
840,Road Transport & Highways Project #840,Road Transport & Highways,Mizoram,730,139,15.5,12.9,23.9,49880000.0,16740000.0,4000000.0,0,8,80.8,55.1,87.1,0,ON_TRACK,0,0
841,Water Resources Project #841,Water Resources,Manipur,730,579,72.6,82.9,68.4,491220000.0,405360000.0,277270000.0,2,10,84.8,39.8,86.9,2,CRITICAL,1,136
842,Digital Governance Project #842,Digital Governance,Odisha,365,214,41.8,63.4,57.9,455720000.0,318890000.0,184640000.0,1,6,83.6,30.0,61.1,0,AT_RISK,0,0
843,Power & Renewable Energy Project #843,Power & Renewable Energy,Assam,1095,738,67.0,70.0,64.9,190280000.0,133320000.0,86520000.0,0,4,73.0,88.3,52.7,0,ON_TRACK,0,0
844,Water Resources Project #844,Water Resources,West Bengal,365,244,55.0,74.1,61.3,274310000.0,196360000.0,120370000.0,2,5,70.5,51.4,58.9,2,AT_RISK,0,0
845,Urban Development Project #845,Urban Development,West Bengal,730,500,47.0,77.2,69.2,88930000.0,66910000.0,46300000.0,2,5,68.9,47.6,69.5,0,CRITICAL,1,196
846,Road Transport & Highways Project #846,Road Transport & Highways,Tamil Nadu,365,311,71.7,91.9,73.0,157500000.0,131810000.0,96220000.0,2,6,49.2,75.4,24.8,0,CRITICAL,1,174
847,Education & Social Infrastructure Project #847,Education & Social Infrastructure,Uttar Pradesh,365,111,19.8,24.3,24.4,146310000.0,45660000.0,11140000.0,1,10,65.5,59.9,75.5,2,AT_RISK,0,0
848,Power & Renewable Energy Project #848,Power & Renewable Energy,Gujarat,540,579,78.7,98.5,92.9,462010000.0,462010000.0,429210000.0,1,6,74.4,61.4,57.5,1,CRITICAL,1,135
849,Road Transport & Highways Project #849,Road Transport & Highways,Bihar,365,108,15.4,20.4,18.7,465850000.0,137140000.0,25650000.0,0,10,67.3,53.6,86.8,0,ON_TRACK,0,0
850,Education & Social Infrastructure Project #850,Education & Social Infrastructure,West Bengal,365,316,73.7,88.6,73.7,347050000.0,299750000.0,220920000.0,2,10,70.9,69.3,49.4,0,CRITICAL,1,130
851,Water Resources Project #851,Water Resources,Nagaland,270,258,82.3,94.6,100.0,46850000.0,46850000.0,46850000.0,1,5,48.6,75.9,60.8,1,AT_RISK,0,0
852,Education & Social Infrastructure Project #852,Education & Social Infrastructure,Madhya Pradesh,1095,632,51.1,63.5,74.0,202110000.0,168440000.0,124650000.0,1,4,49.2,71.7,65.4,1,AT_RISK,0,0
853,Railways Project #853,Railways,Sikkim,365,126,30.7,27.9,40.4,355730000.0,181900000.0,73490000.0,1,4,87.9,58.9,86.5,3,AT_RISK,0,0
854,Railways Project #854,Railways,Karnataka,730,450,50.5,67.4,64.4,497690000.0,392750000.0,252930000.0,2,10,76.3,32.8,75.7,0,CRITICAL,1,149
855,Digital Governance Project #855,Digital Governance,Meghalaya,540,607,69.7,100.0,92.2,237900000.0,237900000.0,219340000.0,2,8,70.0,67.2,53.4,0,CRITICAL,1,229
856,Water Resources Project #856,Water Resources,Sikkim,900,960,92.4,97.4,94.1,456150000.0,456150000.0,429240000.0,1,10,80.1,79.2,87.8,0,AT_RISK,0,0
857,Education & Social Infrastructure Project #857,Education & Social Infrastructure,Maharashtra,365,395,87.7,94.3,90.2,359290000.0,359290000.0,324080000.0,2,8,88.2,91.8,68.0,2,AT_RISK,0,0
858,Railways Project #858,Railways,Tripura,1460,1523,76.6,98.0,76.8,160770000.0,134890000.0,103600000.0,1,5,74.2,62.1,66.9,0,CRITICAL,1,132
859,Education & Social Infrastructure Project #859,Education & Social Infrastructure,Tripura,730,393,47.1,53.3,56.6,315890000.0,200060000.0,113230000.0,0,10,82.1,72.2,81.9,0,ON_TRACK,0,0
860,Water Resources Project #860,Water Resources,Maharashtra,1095,371,16.1,27.2,24.6,373460000.0,143290000.0,35250000.0,1,10,65.8,37.6,53.5,0,AT_RISK,0,0
861,Railways Project #861,Railways,Uttar Pradesh,365,107,12.6,24.0,12.3,77520000.0,19170000.0,2360000.0,1,8,78.2,61.9,80.8,1,AT_RISK,0,0
862,Road Transport & Highways Project #862,Road Transport & Highways,Uttar Pradesh,730,629,78.5,94.9,85.8,145520000.0,145520000.0,124860000.0,1,4,38.4,65.8,95.9,1,AT_RISK,0,0
863,Health & Family Welfare Project #863,Health & Family Welfare,Madhya Pradesh,540,519,88.8,95.1,100.0,222770000.0,222770000.0,222770000.0,1,10,72.8,57.7,46.5,1,AT_RISK,0,0
864,Water Resources Project #864,Water Resources,Madhya Pradesh,365,339,78.7,94.3,73.9,134910000.0,118790000.0,87790000.0,1,6,74.6,57.0,64.9,1,CRITICAL,1,111
865,Power & Renewable Energy Project #865,Power & Renewable Energy,Tripura,730,229,11.1,26.6,27.4,110390000.0,40960000.0,11220000.0,1,4,57.0,35.6,42.1,0,CRITICAL,1,127
866,Road Transport & Highways Project #866,Road Transport & Highways,Mizoram,540,402,72.4,84.6,71.6,384610000.0,298710000.0,213880000.0,1,10,69.0,54.4,84.4,1,CRITICAL,1,122
867,Water Resources Project #867,Water Resources,West Bengal,540,92,8.2,9.9,7.5,124810000.0,17420000.0,1310000.0,1,6,92.9,63.1,75.8,0,AT_RISK,0,0
868,Digital Governance Project #868,Digital Governance,Mizoram,365,372,74.6,96.4,78.4,32910000.0,29220000.0,22910000.0,2,6,58.5,30.0,87.4,0,CRITICAL,1,163
869,Water Resources Project #869,Water Resources,Nagaland,540,98,8.7,13.4,4.0,34880000.0,5260000.0,210000.0,1,6,80.7,53.9,74.1,3,AT_RISK,0,0
870,Railways Project #870,Railways,Maharashtra,180,71,25.3,35.2,33.1,387970000.0,170670000.0,56490000.0,0,6,81.8,84.4,86.0,0,DELAYED,1,57
871,Education & Social Infrastructure Project #871,Education & Social Infrastructure,Uttar Pradesh,540,138,13.7,16.2,18.7,407930000.0,120270000.0,22490000.0,2,10,91.5,47.7,64.8,4,AT_RISK,0,0
872,Education & Social Infrastructure Project #872,Education & Social Infrastructure,Arunachal Pradesh,730,594,62.5,89.2,68.8,393640000.0,319720000.0,219970000.0,3,10,54.0,61.5,61.0,0,CRITICAL,1,228
873,Power & Renewable Energy Project #873,Power & Renewable Energy,Uttar Pradesh,270,113,14.6,39.0,31.1,360850000.0,153860000.0,47850000.0,2,8,49.2,72.5,59.8,0,CRITICAL,1,199
