project_id,schedule_slippage_pct,financial_physical_gap,expenditure_burn_velocity,milestones_delayed_ratio,contractor_health_deficit,resource_deficit,material_deficit,previous_delays_count,is_doomed,doom_level
648,14.95,14.78,0.52,0.236,26.1,37.5,26.1,2,0,MODERATE_RISK
649,26.97,21.83,0.56,0.249,31.4,36.9,29.2,1,0,MODERATE_RISK
650,32.55,54.68,0.868,0.558,65.9,66.1,69.6,4,1,CRITICAL_DOOM
651,11.67,11.24,0.795,0.252,26.5,39.1,33.1,2,0,MODERATE_RISK
652,9.89,7.68,0.641,0.213,34.9,27.5,33.0,1,0,MODERATE_RISK
653,34.54,48.78,0.898,0.649,49.5,70.0,67.7,2,1,CRITICAL_DOOM
654,2.8,-2.29,0.173,0.148,16.7,10.9,13.7,1,0,STABLE
655,11.89,8.21,0.795,0.361,38.0,42.3,42.9,2,0,MODERATE_RISK
656,6.99,2.22,0.554,0.091,7.5,17.0,15.8,0,0,STABLE
657,11.49,8.96,0.506,0.3,36.0,37.4,38.3,2,0,MODERATE_RISK
658,2.01,5.92,0.689,0.015,9.5,14.6,10.3,1,0,STABLE
659,8.62,5.8,0.492,0.038,10.5,17.7,7.9,0,0,STABLE
660,17.95,20.82,0.573,0.342,42.4,33.6,44.3,1,0,MODERATE_RISK
661,3.57,0.49,0.292,0.13,18.2,10.3,6.2,0,0,STABLE
662,1.12,6.81,0.391,0.117,10.7,11.6,10.6,0,0,STABLE
663,11.45,21.85,0.683,0.368,30.4,30.6,43.7,2,0,MODERATE_RISK
664,12.89,15.42,0.716,0.327,35.9,32.2,26.6,1,0,MODERATE_RISK
665,30.98,25.0,0.857,0.515,66.5,63.5,62.7,2,1,CRITICAL_DOOM
666,34.61,40.47,0.91,0.615,52.4,66.1,66.3,4,1,CRITICAL_DOOM
667,13.13,13.04,0.843,0.349,39.2,25.1,35.4,1,0,MODERATE_RISK
668,5.0,27.25,0.831,0.368,26.3,34.3,29.8,1,0,MODERATE_RISK
669,5.0,21.28,0.557,0.326,41.6,38.3,31.8,2,0,MODERATE_RISK
670,43.85,50.38,0.976,0.856,63.0,63.3,50.7,2,1,CRITICAL_DOOM
671,18.58,27.34,0.76,0.27,36.3,26.8,33.3,2,0,MODERATE_RISK
672,5.0,14.87,0.654,0.414,38.7,42.6,29.1,2,0,MODERATE_RISK
673,1.02,3.96,0.289,0.077,19.1,5.7,10.3,1,0,STABLE
674,0.99,-4.36,0.331,0.137,16.4,12.6,19.8,0,0,STABLE
675,0.69,-5.5,0.194,0.142,16.5,9.0,13.9,0,0,STABLE
676,38.33,55.37,0.951,0.725,61.6,52.9,53.2,3,1,CRITICAL_DOOM
677,2.26,-0.7,0.424,0.145,12.3,6.0,13.3,0,0,STABLE
678,25.0,37.94,0.968,0.576,63.5,60.1,51.0,3,1,CRITICAL_DOOM
679,2.94,1.52,0.261,0.122,5.8,13.1,6.1,1,0,STABLE
680,46.23,50.02,0.934,0.888,66.4,73.1,62.9,2,1,CRITICAL_DOOM
681,15.23,9.03,0.669,0.356,25.2,28.9,34.8,2,0,MODERATE_RISK
682,7.02,-1.36,0.462,0.045,11.2,8.3,19.5,0,0,STABLE
683,0.05,3.44,0.148,0.071,5.1,6.3,17.1,0,0,STABLE
684,41.49,53.44,0.857,0.813,70.4,70.0,62.7,2,1,CRITICAL_DOOM
685,34.44,39.42,0.878,0.817,50.6,51.7,75.0,2,1,CRITICAL_DOOM
686,46.27,40.93,0.922,0.861,72.8,50.2,51.9,2,1,CRITICAL_DOOM
687,13.49,20.94,0.712,0.247,41.1,44.3,30.4,1,0,MODERATE_RISK
688,2.41,12.67,0.187,0.066,10.0,12.8,13.8,0,0,STABLE
689,30.95,59.04,0.857,0.802,73.7,56.0,58.1,2,1,CRITICAL_DOOM
690,11.93,9.03,0.744,0.34,32.7,33.4,36.2,1,0,MODERATE_RISK
691,3.38,1.91,0.262,0.056,13.5,18.2,19.1,0,0,STABLE
692,0.0,7.92,0.382,0.007,7.9,16.9,11.8,0,0,STABLE
693,3.31,3.48,0.263,0.018,8.8,18.8,13.7,0,0,STABLE
694,19.8,11.96,0.683,0.229,27.6,35.7,43.7,1,0,MODERATE_RISK
695,31.81,53.11,0.855,0.541,66.9,55.0,59.3,3,1,CRITICAL_DOOM
696,36.2,35.71,0.913,0.716,69.6,54.3,70.2,3,1,CRITICAL_DOOM
697,10.32,25.0,0.548,0.366,35.5,37.8,31.8,2,0,MODERATE_RISK
698,13.49,9.95,0.765,0.399,34.9,42.9,30.4,1,0,MODERATE_RISK
699,40.48,51.61,0.962,0.536,70.9,58.0,54.5,2,1,CRITICAL_DOOM
700,9.91,8.2,0.547,0.274,36.4,33.8,31.9,2,0,MODERATE_RISK
701,31.88,56.69,0.947,0.561,48.9,58.6,70.2,2,1,CRITICAL_DOOM
702,0.0,3.9,0.433,0.079,14.8,8.5,18.0,0,0,STABLE
703,17.05,5.0,0.525,0.398,29.4,38.5,41.1,1,0,MODERATE_RISK
704,28.26,58.63,0.955,0.618,62.1,68.6,59.5,3,1,CRITICAL_DOOM
705,24.07,18.37,0.816,0.225,29.6,39.2,41.5,2,0,MODERATE_RISK
706,13.35,9.89,0.581,0.273,40.4,26.5,41.6,1,0,MODERATE_RISK
707,12.7,11.06,0.531,0.44,41.1,34.2,29.5,2,0,MODERATE_RISK
708,2.67,-3.79,0.666,0.001,8.6,19.1,7.6,0,0,STABLE
709,13.64,21.79,0.848,0.37,26.5,44.9,33.2,1,0,MODERATE_RISK
710,11.31,13.47,0.5,0.312,41.7,36.4,45.0,1,0,MODERATE_RISK
711,1.11,-0.2,0.271,0.119,18.6,19.6,8.5,1,0,STABLE
712,0.0,2.71,0.358,0.043,16.1,11.8,19.8,0,0,STABLE
713,3.86,-13.33,0.29,0.109,18.1,19.1,17.1,1,0,STABLE
714,11.3,20.37,0.639,0.279,34.3,30.7,44.2,1,0,MODERATE_RISK
715,0.0,1.17,0.166,0.033,12.0,11.5,17.0,0,0,STABLE
716,7.79,8.25,0.771,0.213,25.3,40.9,34.5,1,0,MODERATE_RISK
717,1.53,8.41,0.412,0.146,19.5,8.2,17.2,0,0,STABLE
718,0.0,7.74,0.659,0.013,12.7,18.8,18.6,0,0,STABLE
719,0.0,2.51,0.681,0.137,7.5,6.8,6.3,1,0,STABLE
720,0.0,-7.71,0.459,0.011,8.4,19.0,18.6,0,0,STABLE
721,5.28,-4.91,0.265,0.136,14.5,6.1,18.6,1,0,STABLE
722,0.0,2.25,0.336,0.027,13.7,19.4,12.5,0,0,STABLE
723,18.54,12.55,0.652,0.248,28.8,40.4,30.3,2,0,MODERATE_RISK
724,0.85,-6.9,0.666,0.14,8.1,10.4,7.2,0,0,STABLE
725,13.15,5.0,0.814,0.402,25.1,31.4,33.4,1,0,MODERATE_RISK
726,2.32,-0.38,0.258,0.008,8.5,17.0,17.8,0,0,STABLE
727,10.51,9.28,0.56,0.295,43.2,37.3,33.2,2,0,MODERATE_RISK
728,2.96,-4.63,0.469,0.006,11.0,14.7,15.5,0,0,STABLE
729,1.54,-2.44,0.177,0.142,12.1,9.8,16.5,0,0,STABLE
730,2.88,2.0,0.504,0.007,13.5,16.4,7.0,0,0,STABLE
731,25.0,32.09,0.851,0.828,55.8,63.5,66.9,4,1,CRITICAL_DOOM
732,25.0,52.45,0.974,0.757,53.9,53.2,71.1,3,1,CRITICAL_DOOM
733,6.94,14.18,0.711,0.215,33.3,35.9,33.7,2,0,MODERATE_RISK
734,39.32,31.18,0.972,0.834,70.3,57.6,60.7,3,1,CRITICAL_DOOM
735,0.0,-2.14,0.15,0.139,13.7,15.0,18.7,0,0,STABLE
736,16.52,18.76,0.623,0.294,35.7,25.0,29.8,1,0,MODERATE_RISK
737,0.14,4.45,0.215,0.076,18.0,8.6,6.2,0,0,STABLE
738,48.52,47.1,0.975,0.817,63.1,62.3,51.0,4,1,CRITICAL_DOOM
739,3.32,-2.68,0.271,0.088,13.8,11.7,17.5,0,0,STABLE
740,24.18,17.81,0.774,0.299,37.9,28.0,43.7,1,0,MODERATE_RISK
741,46.44,44.64,0.919,0.872,59.5,62.3,53.0,4,1,CRITICAL_DOOM
742,2.09,3.76,0.506,0.117,7.0,14.0,5.5,0,0,STABLE
743,0.57,-3.49,0.359,0.093,6.1,12.6,7.7,0,0,STABLE
744,22.22,17.35,0.617,0.391,33.7,34.7,38.0,1,0,MODERATE_RISK
745,6.4,20.69,0.53,0.223,43.5,38.8,27.5,1,0,MODERATE_RISK
746,16.05,13.34,0.503,0.25,44.2,37.3,30.2,1,0,MODERATE_RISK
747,3.46,-0.3,0.35,0.108,18.8,11.1,7.9,0,0,STABLE
748,43.28,62.67,0.968,0.549,61.0,72.0,60.3,3,1,CRITICAL_DOOM
749,0.0,-3.74,0.667,0.042,11.9,15.1,7.4,0,0,STABLE
750,40.62,54.52,0.937,0.551,73.4,53.3,69.4,2,1,CRITICAL_DOOM
751,45.63,53.26,0.878,0.677,63.5,69.2,52.6,4,1,CRITICAL_DOOM
752,44.29,39.4,0.917,0.685,54.4,64.5,68.2,3,1,CRITICAL_DOOM
753,19.36,21.07,0.518,0.415,34.2,30.2,29.8,1,0,MODERATE_RISK
754,49.03,38.28,0.863,0.69,74.8,69.3,55.3,3,1,CRITICAL_DOOM
755,6.16,-0.79,0.563,0.034,18.8,13.9,10.7,0,0,STABLE
756,10.79,31.95,0.677,0.244,41.3,35.8,27.6,2,0,MODERATE_RISK
757,36.81,50.09,0.868,0.707,48.4,73.3,54.6,2,1,CRITICAL_DOOM
758,20.28,12.01,0.66,0.243,30.3,35.2,27.9,2,0,MODERATE_RISK
759,15.43,15.84,0.819,0.437,29.9,27.6,31.0,2,0,MODERATE_RISK
760,37.16,51.13,0.851,0.677,46.4,63.6,58.5,3,1,CRITICAL_DOOM
761,15.87,20.11,0.652,0.405,43.1,27.4,35.6,1,0,MODERATE_RISK
762,4.57,2.59,0.198,0.122,17.8,18.7,9.0,1,0,STABLE
763,0.12,1.29,0.126,0.108,11.7,8.8,7.9,0,0,STABLE
764,0.66,-3.86,0.391,0.053,9.8,19.5,14.6,0,0,STABLE
765,12.1,19.3,0.533,0.39,37.1,36.4,26.1,1,0,MODERATE_RISK
766,14.1,6.21,0.691,0.271,44.0,41.8,39.4,1,0,MODERATE_RISK
767,0.0,0.89,0.687,0.024,12.3,10.5,14.6,0,0,STABLE
768,16.85,13.01,0.514,0.428,41.7,31.0,40.8,1,0,MODERATE_RISK
769,25.0,47.58,0.897,0.527,74.7,51.0,66.4,3,1,CRITICAL_DOOM
770,39.64,28.77,0.913,0.781,47.0,54.8,55.4,4,1,CRITICAL_DOOM
771,0.0,2.46,0.617,0.141,12.8,10.3,8.5,0,0,STABLE
772,3.37,9.39,0.666,0.059,15.4,12.3,12.7,0,0,STABLE
773,23.26,13.43,0.829,0.282,25.8,34.9,35.9,1,0,MODERATE_RISK
774,40.36,42.62,0.942,0.682,61.2,71.2,62.0,3,1,CRITICAL_DOOM
775,7.54,16.97,0.815,0.369,37.7,27.0,37.1,1,0,MODERATE_RISK
776,0.0,3.74,0.453,0.013,11.5,7.6,19.8,0,0,STABLE
777,10.75,13.32,0.842,0.272,33.5,38.0,25.5,2,0,MODERATE_RISK
778,12.82,14.28,0.557,0.424,38.7,30.0,26.3,2,0,MODERATE_RISK
779,5.41,7.78,0.576,0.367,44.4,28.5,36.9,1,0,MODERATE_RISK
780,17.6,11.73,0.67,0.336,31.1,28.6,26.7,2,0,MODERATE_RISK
781,0.0,7.29,0.349,0.07,10.5,6.5,9.6,0,0,STABLE
782,12.33,5.0,0.568,0.253,25.5,42.9,29.2,1,0,MODERATE_RISK
783,3.0,-2.58,0.145,0.02,14.7,10.1,15.6,0,0,STABLE
784,0.0,2.29,0.422,0.066,9.0,14.1,18.1,1,0,STABLE
785,7.05,12.11,0.59,0.32,32.3,43.3,32.4,1,0,MODERATE_RISK
786,3.35,5.03,0.469,0.05,17.3,5.6,18.1,0,0,STABLE
787,8.27,0.86,0.108,0.131,11.7,10.1,7.1,0,0,STABLE
788,22.36,9.59,0.647,0.44,37.0,41.1,27.2,1,0,MODERATE_RISK
789,5.27,1.84,0.147,0.011,17.8,8.2,15.0,0,0,STABLE
790,43.15,45.82,0.904,0.631,63.2,73.3,70.9,4,1,CRITICAL_DOOM
791,2.76,-2.59,0.592,0.043,8.6,16.8,5.8,0,0,STABLE
792,22.37,17.65,0.624,0.353,36.7,36.0,37.8,1,0,MODERATE_RISK
793,1.12,-0.62,0.4,0.126,15.5,16.8,10.3,0,0,STABLE
794,2.41,1.1,0.2,0.007,16.7,8.8,17.4,0,0,STABLE
795,51.88,35.25,0.91,0.752,58.5,54.7,62.7,3,1,CRITICAL_DOOM
796,44.81,57.24,0.865,0.788,60.0,72.4,73.0,2,1,CRITICAL_DOOM
797,37.13,41.22,0.92,0.559,67.4,50.2,54.2,3,1,CRITICAL_DOOM
798,39.92,49.86,0.937,0.658,45.0,53.0,63.4,3,1,CRITICAL_DOOM
799,14.83,25.48,0.526,0.248,41.8,39.5,42.9,1,0,MODERATE_RISK
800,30.01,50.19,0.925,0.862,54.6,66.8,54.7,3,1,CRITICAL_DOOM
801,0.01,-3.11,0.207,0.135,11.0,8.7,11.7,0,0,STABLE
802,37.53,49.47,0.962,0.726,49.7,67.3,62.8,3,1,CRITICAL_DOOM
803,45.24,43.66,0.948,0.695,63.1,58.1,74.6,3,1,CRITICAL_DOOM
804,5.21,-5.03,0.134,0.004,11.8,10.0,11.6,0,0,STABLE
805,2.45,8.85,0.22,0.048,13.9,6.1,7.2,0,0,STABLE
806,44.56,53.17,0.943,0.768,59.3,66.1,51.0,3,1,CRITICAL_DOOM
807,25.0,45.06,0.886,0.757,65.8,71.8,58.6,4,1,CRITICAL_DOOM
808,14.37,21.15,0.681,0.344,40.0,44.3,26.5,1,0,MODERATE_RISK
809,56.57,51.03,0.913,0.537,68.0,68.7,57.8,3,1,CRITICAL_DOOM
810,42.61,29.91,0.972,0.771,57.4,67.2,58.6,2,1,CRITICAL_DOOM
811,43.91,57.8,0.896,0.52,45.9,63.9,69.1,3,1,CRITICAL_DOOM
812,37.24,41.67,0.881,0.679,47.2,73.9,55.6,4,1,CRITICAL_DOOM
813,14.17,16.82,0.826,0.201,40.0,43.1,27.8,1,0,MODERATE_RISK
814,14.36,19.43,0.685,0.235,25.0,41.2,26.8,2,0,MODERATE_RISK
815,43.0,33.99,0.86,0.742,49.9,68.4,57.5,3,1,CRITICAL_DOOM
816,16.67,10.64,0.606,0.366,28.2,38.8,27.6,1,0,MODERATE_RISK
817,0.0,4.53,0.629,0.134,7.9,14.2,6.3,0,0,STABLE
818,47.37,59.98,0.887,0.651,48.1,68.0,62.6,4,1,CRITICAL_DOOM
819,0.0,-3.96,0.115,0.051,17.0,18.5,12.8,0,0,STABLE
820,1.95,3.73,0.305,0.139,5.4,13.7,13.2,0,0,STABLE
821,20.45,20.19,0.5,0.434,28.3,29.7,30.3,1,0,MODERATE_RISK
822,4.17,2.79,0.254,0.003,8.3,5.8,6.6,0,0,STABLE
823,0.0,1.43,0.664,0.136,13.5,10.3,10.7,0,0,STABLE
824,47.09,43.46,0.973,0.634,61.8,52.4,55.0,3,1,CRITICAL_DOOM
825,8.72,-2.76,0.515,0.057,18.0,13.5,11.6,0,0,STABLE
826,16.08,22.0,0.791,0.324,27.4,25.3,31.1,2,0,MODERATE_RISK
827,37.68,26.08,0.905,0.664,51.9,53.4,54.9,2,1,CRITICAL_DOOM
828,0.34,-3.39,0.315,0.001,17.6,5.5,19.1,1,0,STABLE
829,24.27,18.5,0.635,0.362,25.9,26.1,34.1,1,0,MODERATE_RISK
830,34.19,31.95,0.891,0.66,49.5,62.6,70.0,3,1,CRITICAL_DOOM
831,16.33,19.74,0.672,0.264,42.7,36.5,29.4,1,0,MODERATE_RISK
832,40.33,41.36,0.901,0.697,71.4,60.3,63.4,2,1,CRITICAL_DOOM
833,4.37,-3.48,0.173,0.017,11.2,14.7,15.7,0,0,STABLE
834,0.19,2.99,0.593,0.115,14.0,10.1,8.9,0,0,STABLE
835,5.0,21.56,0.666,0.291,37.8,43.0,28.3,1,0,MODERATE_RISK
836,6.25,4.09,0.659,0.042,19.3,5.9,14.0,0,0,STABLE
837,54.28,48.58,0.958,0.56,46.2,72.0,57.9,2,1,CRITICAL_DOOM
838,11.98,15.51,0.596,0.208,33.4,42.9,44.7,2,0,MODERATE_RISK
839,2.11,4.64,0.192,0.138,16.4,16.0,15.6,0,0,STABLE
840,0.0,3.8,0.363,0.117,16.8,11.8,16.9,0,0,STABLE
841,10.23,9.56,0.61,0.229,30.5,29.2,34.1,2,0,MODERATE_RISK
842,4.88,5.51,0.157,0.138,13.5,10.5,16.3,0,0,STABLE
843,24.37,10.28,0.577,0.369,40.4,34.5,37.4,1,0,MODERATE_RISK
844,47.87,44.92,0.954,0.664,51.9,60.2,70.7,2,1,CRITICAL_DOOM
845,11.31,21.74,0.725,0.261,27.2,40.9,27.0,1,0,MODERATE_RISK
846,39.11,44.55,0.977,0.607,46.2,67.6,61.3,2,1,CRITICAL_DOOM
847,45.79,51.24,0.902,0.635,52.0,62.0,63.8,3,1,CRITICAL_DOOM
848,0.0,0.06,0.369,0.086,11.5,11.2,16.0,0,0,STABLE
849,42.99,30.75,0.926,0.648,59.6,57.8,53.5,2,1,CRITICAL_DOOM
850,5.36,6.1,0.67,0.109,5.8,18.3,17.9,0,0,STABLE
851,14.15,17.59,0.817,0.221,28.8,33.8,36.7,2,0,MODERATE_RISK
852,33.88,43.73,0.954,0.742,51.0,62.4,68.6,4,1,CRITICAL_DOOM
853,9.15,25.37,0.598,0.383,29.8,28.4,35.6,1,0,MODERATE_RISK
854,15.65,10.12,0.599,0.2,27.5,43.7,42.3,1,0,MODERATE_RISK
855,40.88,45.83,0.899,0.773,46.9,59.9,74.1,3,1,CRITICAL_DOOM
856,3.09,-1.72,0.487,0.056,19.3,5.3,9.6,1,0,STABLE
857,2.68,-5.6,0.594,0.015,19.1,16.9,7.7,0,0,STABLE
858,6.06,-0.87,0.678,0.019,11.3,12.2,10.6,0,0,STABLE
859,0.11,8.32,0.217,0.122,17.0,12.3,9.5,0,0,STABLE
860,4.35,-2.59,0.124,0.014,5.1,7.3,6.0,1,0,STABLE
861,0.68,-1.38,0.662,0.078,10.5,18.1,10.9,0,0,STABLE
862,0.0,-3.02,0.506,0.043,13.7,6.0,7.9,0,0,STABLE
863,50.1,33.68,0.883,0.551,46.8,57.6,53.9,2,1,CRITICAL_DOOM
864,38.3,41.85,0.899,0.703,61.9,57.8,57.4,4,1,CRITICAL_DOOM
865,35.73,52.53,0.922,0.644,48.8,64.7,63.1,2,1,CRITICAL_DOOM
866,16.01,22.93,0.534,0.337,39.1,40.9,37.6,1,0,MODERATE_RISK
867,25.0,35.78,0.937,0.586,62.7,72.8,69.9,4,1,CRITICAL_DOOM
868,46.52,42.42,0.883,0.892,63.4,69.8,52.1,2,1,CRITICAL_DOOM
869,48.44,29.2,0.94,0.637,48.2,51.7,64.7,3,1,CRITICAL_DOOM
870,25.0,48.39,0.902,0.511,55.1,74.4,71.8,3,1,CRITICAL_DOOM
871,13.01,22.0,0.506,0.219,35.2,44.4,38.9,1,0,MODERATE_RISK
872,3.74,2.84,0.471,0.097,5.4,17.4,16.8,0,0,STABLE
873,33.77,40.08,0.894,0.667,60.3,61.9,56.8,2,1,CRITICAL_DOOM
874,6.1,10.09,0.803,0.387,42.2,34.9,27.6,2,0,MODERATE_RISK
875,0.0,0.61,0.595,0.019,18.5,18.0,12.0,0,0,STABLE
876,12.49,23.08,0.775,0.316,43.8,34.7,34.3,2,0,MODERATE_RISK
877,27.64,47.2,0.911,0.887,67.6,70.3,50.8,3,1,CRITICAL_DOOM
878,14.79,21.94,0.569,0.279,30.6,35.6,26.0,1,0,MODERATE_RISK
879,35.08,39.97,0.909,0.707,67.9,61.2,69.7,3,1,CRITICAL_DOOM
880,1.35,-3.71,0.338,0.112,13.7,10.8,7.6,0,0,STABLE
881,16.61,5.0,0.56,0.366,42.1,30.2,34.8,2,0,MODERATE_RISK
882,0.0,1.75,0.464,0.013,19.4,15.7,16.8,0,0,STABLE
883,19.63,14.06,0.835,0.325,43.6,36.7,35.8,1,0,MODERATE_RISK
884,0.0,1.77,0.369,0.147,10.3,11.8,7.0,0,0,STABLE
885,50.12,49.11,0.869,0.729,52.6,55.7,50.3,2,1,CRITICAL_DOOM
886,0.0,-0.57,0.219,0.088,6.0,17.9,19.4,0,0,STABLE
887,14.17,14.3,0.645,0.268,29.1,38.1,33.3,1,0,MODERATE_RISK
888,19.53,16.2,0.541,0.396,38.5,27.3,38.9,1,0,MODERATE_RISK
889,41.02,35.54,0.9,0.883,54.9,74.1,72.5,2,1,CRITICAL_DOOM
890,44.91,25.0,0.888,0.506,51.6,57.0,61.1,2,1,CRITICAL_DOOM
891,34.0,47.47,0.935,0.761,73.7,50.1,56.2,4,1,CRITICAL_DOOM
892,45.49,52.77,0.862,0.706,51.9,54.5,70.3,2,1,CRITICAL_DOOM
893,7.75,16.26,0.611,0.306,31.2,30.6,44.4,1,0,MODERATE_RISK
894,36.1,49.66,0.874,0.761,66.4,67.2,58.0,2,1,CRITICAL_DOOM
895,37.35,53.0,0.96,0.681,57.7,53.9,60.7,3,1,CRITICAL_DOOM
896,6.39,-0.16,0.508,0.095,18.6,5.3,13.4,0,0,STABLE
897,9.85,12.59,0.811,0.318,42.6,36.7,38.5,2,0,MODERATE_RISK
898,15.67,5.0,0.781,0.293,32.8,26.9,43.3,1,0,MODERATE_RISK
899,5.41,5.52,0.738,0.217,36.9,40.4,41.6,1,0,MODERATE_RISK
900,44.49,48.32,0.913,0.717,72.6,72.5,61.2,2,1,CRITICAL_DOOM
901,0.0,-2.19,0.261,0.129,6.0,15.2,7.6,0,0,STABLE
902,4.68,-2.07,0.631,0.033,12.0,12.1,18.1,0,0,STABLE
903,18.54,17.68,0.503,0.301,43.1,39.8,35.9,1,0,MODERATE_RISK
904,8.41,2.13,0.351,0.107,17.9,7.3,11.8,0,0,STABLE
905,17.65,7.2,0.807,0.305,43.2,44.9,27.1,1,0,MODERATE_RISK
906,47.62,45.09,0.853,0.742,53.3,71.6,57.1,3,1,CRITICAL_DOOM
907,5.89,10.81,0.783,0.4,34.1,37.1,37.1,2,0,MODERATE_RISK
908,9.26,9.56,0.688,0.312,33.8,26.8,39.4,1,0,MODERATE_RISK
909,0.0,-0.83,0.45,0.056,11.7,13.1,8.1,0,0,STABLE
910,25.0,30.19,0.855,0.699,61.6,64.0,67.7,2,1,CRITICAL_DOOM
911,1.98,-3.51,0.229,0.009,9.9,7.2,15.6,0,0,STABLE
912,3.16,-3.71,0.302,0.088,9.7,6.3,8.3,0,0,STABLE
913,7.76,20.02,0.504,0.33,37.1,44.3,36.8,1,0,MODERATE_RISK
914,8.4,10.47,0.592,0.326,39.9,35.1,26.4,2,0,MODERATE_RISK
915,45.79,32.5,0.905,0.856,70.4,63.1,67.3,4,1,CRITICAL_DOOM
916,19.47,10.16,0.577,0.297,42.3,39.5,33.1,1,0,MODERATE_RISK
917,0.0,-1.22,0.546,0.038,11.8,10.8,19.7,0,0,STABLE
918,2.54,-2.26,0.46,0.063,11.5,5.8,12.7,0,0,STABLE
919,2.69,-2.36,0.218,0.038,7.6,19.4,17.8,0,0,STABLE
920,1.88,-4.9,0.112,0.101,12.8,18.5,7.5,0,0,STABLE
921,35.87,35.2,0.872,0.602,52.9,63.9,60.3,4,1,CRITICAL_DOOM
922,0.0,5.65,0.186,0.129,9.6,14.9,13.5,0,0,STABLE
923,11.95,16.38,0.734,0.424,26.2,27.8,39.3,1,0,MODERATE_RISK
924,14.11,8.21,0.544,0.319,40.3,30.2,34.6,2,0,MODERATE_RISK
925,12.57,21.9,0.769,0.21,27.5,29.1,33.0,2,0,MODERATE_RISK
926,5.9,4.84,0.452,0.054,13.7,10.1,6.3,1,0,STABLE
927,5.03,-4.33,0.297,0.059,8.9,10.1,11.2,0,0,STABLE
928,27.33,15.58,0.822,0.212,36.5,42.1,29.8,2,0,MODERATE_RISK
929,2.69,1.49,0.494,0.066,5.7,18.8,12.1,0,0,STABLE
930,8.67,14.69,0.575,0.216,36.5,37.4,35.1,2,0,MODERATE_RISK
931,32.26,62.09,0.924,0.76,55.5,72.9,53.3,3,1,CRITICAL_DOOM
932,1.17,-1.69,0.324,0.032,13.8,11.6,5.5,0,0,STABLE
933,46.91,54.39,0.941,0.624,48.0,56.8,70.8,4,1,CRITICAL_DOOM
934,17.93,5.0,0.526,0.436,32.3,43.3,40.6,2,0,MODERATE_RISK
935,21.3,23.04,0.72,0.338,44.7,39.6,40.5,2,0,MODERATE_RISK
936,1.89,-2.42,0.408,0.124,11.7,13.6,12.9,0,0,STABLE
937,12.34,16.91,0.708,0.348,28.3,27.5,44.6,1,0,MODERATE_RISK
938,3.5,-2.93,0.466,0.097,6.3,18.4,10.8,0,0,STABLE
939,19.02,13.18,0.825,0.276,42.3,40.6,43.6,1,0,MODERATE_RISK
940,17.99,11.67,0.502,0.341,31.8,31.5,37.9,2,0,MODERATE_RISK
941,11.75,19.04,0.682,0.313,25.2,36.1,38.2,1,0,MODERATE_RISK
942,32.31,46.17,0.865,0.739,53.2,52.0,60.7,3,1,CRITICAL_DOOM
943,4.63,6.37,0.3,0.113,14.7,14.6,13.3,0,0,STABLE
944,16.79,14.06,0.786,0.347,30.0,29.1,31.8,1,0,MODERATE_RISK
945,0.0,1.23,0.687,0.016,19.0,18.7,12.9,0,0,STABLE
946,6.7,22.15,0.605,0.345,35.0,36.6,30.7,1,0,MODERATE_RISK
947,0.0,4.52,0.623,0.073,9.6,12.8,10.7,0,0,STABLE
948,5.94,-2.79,0.318,0.125,11.8,15.8,6.6,0,0,STABLE
949,34.28,41.22,0.891,0.89,52.7,61.4,50.8,3,1,CRITICAL_DOOM
950,14.12,18.75,0.787,0.337,25.8,31.3,36.5,2,0,MODERATE_RISK
951,32.28,38.06,0.876,0.869,70.6,69.4,59.8,3,1,CRITICAL_DOOM
952,14.17,5.0,0.511,0.233,42.7,40.0,33.5,1,0,MODERATE_RISK
953,4.48,3.81,0.558,0.108,8.1,10.1,12.0,0,0,STABLE
954,31.16,40.97,0.902,0.892,51.8,65.3,60.8,2,1,CRITICAL_DOOM
955,14.62,26.38,0.805,0.272,26.7,43.7,32.6,1,0,MODERATE_RISK
956,47.5,35.35,0.868,0.617,49.3,70.3,55.6,4,1,CRITICAL_DOOM
957,58.06,62.4,0.91,0.63,59.3,65.1,74.6,4,1,CRITICAL_DOOM
958,37.34,54.91,0.935,0.858,56.8,74.0,60.4,3,1,CRITICAL_DOOM
959,39.13,61.74,0.885,0.811,61.6,66.5,58.1,3,1,CRITICAL_DOOM
960,7.55,12.56,0.837,0.328,39.7,33.2,32.1,1,0,MODERATE_RISK
961,24.13,27.36,0.674,0.234,34.9,28.4,27.5,2,0,MODERATE_RISK
962,8.8,25.13,0.818,0.359,40.4,32.4,44.2,2,0,MODERATE_RISK
963,33.67,37.25,0.887,0.608,70.7,50.8,51.9,2,1,CRITICAL_DOOM
964,4.1,-1.52,0.438,0.001,11.4,11.1,6.7,0,0,STABLE
965,45.74,54.36,0.85,0.882,69.4,72.6,50.4,4,1,CRITICAL_DOOM
966,43.75,63.2,0.973,0.677,63.0,61.9,73.3,2,1,CRITICAL_DOOM
967,19.1,18.92,0.704,0.427,43.8,26.3,33.0,1,0,MODERATE_RISK
968,4.62,1.31,0.608,0.019,6.4,13.8,13.0,0,0,STABLE
969,36.71,52.08,0.966,0.654,67.1,61.9,53.1,4,1,CRITICAL_DOOM
970,10.13,23.21,0.507,0.225,34.9,38.8,31.7,2,0,MODERATE_RISK
